,LABEL
720000,0
723600,0
727200,0
730800,0
734400,0
738000,0
741600,0
745200,0
748800,0
752400,0
756000,0
759600,0
763200,0
766800,0
770400,0
774000,0
777600,0
781200,0
784800,0
788400,0
792000,0
795600,0
799200,0
802800,0
806400,0
810000,0
813600,0
817200,0
820800,0
824400,0
828000,0
831600,0
835200,0
838800,0
842400,0
846000,0
849600,0
853200,0
856800,0
860400,0
864000,0
867600,0
871200,0
874800,0
878400,0
882000,0
885600,0
889200,0
892800,0
896400,0
900000,0
903600,0
907200,0
910800,0
914400,0
918000,0
921600,0
925200,0
928800,0
932400,0
936000,0
939600,0
943200,0
946800,0
950400,0
954000,0
957600,0
961200,0
964800,0
968400,0
972000,0
975600,0
979200,0
982800,0
986400,0
990000,0
993600,0
997200,0
1000800,0
1004400,0
1008000,0
1011600,0
1015200,0
1018800,0
1022400,0
1026000,0
1029600,0
1033200,0
1036800,0
1040400,0
1044000,0
1047600,0
1051200,0
1054800,0
1058400,0
1062000,0
1065600,0
1069200,0
1072800,0
1076400,0
1080000,0
1083600,0
1087200,0
1090800,0
1094400,0
1098000,0
1101600,0
1105200,0
1108800,0
1112400,0
1116000,0
1119600,0
1123200,0
1126800,0
1130400,0
1134000,0
1137600,0
1141200,0
1144800,0
1148400,0
1152000,0
1155600,0
1159200,0
1162800,0
1166400,0
1170000,0
1173600,0
1177200,0
1180800,0
1184400,0
1188000,0
1191600,0
1195200,0
1198800,0
1202400,0
1206000,0
1209600,0
1213200,0
1216800,0
1220400,0
1224000,0
1227600,0
1231200,0
1234800,0
1238400,0
1242000,0
1245600,0
1249200,0
1252800,0
1256400,0
1260000,0
1263600,0
1267200,0
1270800,0
1274400,0
1278000,0
1281600,0
1285200,0
1288800,0
1292400,0
1296000,0
1299600,0
1303200,0
1306800,0
1310400,0
1314000,0
1317600,0
1321200,0
1324800,0
1328400,0
1332000,0
1335600,0
1339200,0
1342800,0
1346400,0
1350000,0
1353600,0
1357200,0
1360800,0
1364400,0
1368000,0
1371600,0
1375200,0
1378800,0
1382400,0
1386000,0
1389600,0
1393200,0
1396800,0
1400400,0
1404000,0
1407600,0
1411200,0
1414800,0
1418400,0
1422000,0
1425600,0
1429200,0
1432800,0
1436400,0
1440000,0
1443600,0
1447200,0
1450800,0
1454400,0
1458000,0
1461600,0
1465200,0
1468800,0
1472400,0
1476000,0
1479600,0
1483200,0
1486800,0
1490400,0
1494000,0
1497600,0
1501200,0
1504800,0
1508400,0
1512000,0
1515600,0
1519200,0
1522800,0
1526400,0
1530000,0
1533600,0
1537200,0
1540800,0
1544400,0
1548000,0
1551600,0
1555200,0
1558800,0
1562400,0
1566000,0
1569600,0
1573200,0
1576800,0
1580400,0
1584000,0
1587600,0
1591200,0
1594800,0
1598400,0
1602000,0
1605600,0
1609200,0
1612800,0
1616400,0
1620000,0
1623600,0
1627200,0
1630800,0
1634400,0
1638000,0
1641600,0
1645200,0
1648800,0
1652400,0
1656000,0
1659600,0
1663200,0
1666800,0
1670400,0
1674000,0
1677600,0
1681200,0
1684800,0
1688400,0
1692000,0
1695600,0
1699200,0
1702800,0
1706400,0
1710000,0
1713600,0
1717200,0
1720800,0
1724400,0
1728000,0
1731600,0
1735200,0
1738800,0
1742400,0
1746000,0
1749600,0
1753200,0
1756800,0
1760400,0
1764000,0
1767600,0
1771200,0
1774800,0
1778400,0
1782000,0
1785600,0
1789200,0
1792800,0
1796400,0
1800000,0
1803600,0
1807200,0
1810800,0
1814400,0
1818000,0
1821600,0
1825200,0
1828800,0
1832400,0
1836000,0
1839600,0
1843200,0
1846800,0
1850400,0
1854000,0
1857600,0
1861200,0
1864800,0
1868400,0
1872000,0
1875600,0
1879200,0
1882800,0
1886400,0
1890000,0
1893600,0
1897200,0
1900800,1
1904400,1
1908000,1
1911600,1
1915200,1
1918800,1
1922400,1
1926000,1
1929600,1
1933200,1
1936800,1
1940400,1
1944000,1
1947600,1
1951200,1
1954800,1
1958400,1
1962000,1
1965600,1
1969200,1
1972800,1
1976400,1
1980000,1
1983600,1
1987200,1
1990800,1
1994400,1
1998000,1
2001600,1
2005200,1
2008800,1
2012400,1
2016000,1
2019600,1
2023200,1
2026800,1
2030400,1
2034000,1
2037600,1
2041200,1
2044800,1
2048400,1
2052000,1
2055600,1
2059200,1
2062800,1
2066400,1
2070000,1
2073600,1
2077200,1
2080800,1
2084400,1
2088000,1
2091600,1
2095200,1
2098800,1
2102400,1
2106000,1
2109600,1
2113200,1
2116800,1
2120400,1
2124000,1
2127600,1
2131200,1
2134800,1
2138400,1
2142000,1
2145600,1
2149200,1
2152800,1
2156400,1
2160000,1
2163600,1
2167200,1
2170800,1
2174400,1
2178000,1
2181600,1
2185200,1
2188800,1
2192400,1
2196000,1
2199600,1
2203200,1
2206800,1
2210400,1
2214000,1
2217600,1
2221200,1
2224800,1
2228400,1
2232000,1
2235600,1
2239200,1
2242800,1
2246400,1
2250000,1
2253600,1
2257200,1
2260800,1
2264400,1
2268000,1
2271600,1
2275200,1
2278800,1
2282400,1
2286000,1
2289600,1
2293200,1
2296800,1
2300400,1
2304000,1
2307600,1
2311200,1
2314800,1
2318400,1
2322000,1
2325600,1
2329200,1
2332800,1
2336400,1
2340000,1
2343600,1
2347200,1
2350800,1
2354400,1
2358000,1
2361600,1
2365200,1
2368800,1
2372400,1
2376000,1
2379600,1
2383200,1
2386800,1
2390400,1
2394000,1
2397600,1
2401200,1
2404800,1
2408400,1
2412000,1
2415600,1
2419200,1
2422800,1
2426400,1
2430000,1
2433600,1
2437200,1
2440800,1
2444400,1
2448000,1
2451600,1
2455200,1
2458800,1
2462400,1
2466000,1
2469600,1
2473200,1
2476800,1
2480400,1
2484000,1
2487600,1
2491200,1
2494800,1
2498400,1
2502000,1
2505600,1
2509200,1
2512800,1
2516400,1
2520000,1
2523600,1
2527200,1
2530800,1
2534400,0
2538000,0
2541600,0
2545200,0
2548800,0
2552400,0
2556000,0
2559600,0
2563200,0
2566800,0
2570400,0
2574000,0
2577600,0
2581200,0
2584800,0
2588400,0
2592000,0
2595600,0
2599200,0
2602800,0
2606400,0
2610000,0
2613600,0
2617200,0
2620800,0
2624400,0
2628000,0
2631600,0
2635200,0
2638800,0
2642400,0
2646000,0
2649600,0
2653200,0
2656800,0
2660400,0
2664000,0
2667600,0
2671200,0
2674800,0
2678400,0
2682000,0
2685600,0
2689200,0
2692800,0
2696400,0
2700000,0
2703600,0
2707200,0
2710800,0
2714400,0
2718000,0
2721600,0
2725200,0
2728800,0
2732400,0
2736000,0
2739600,0
2743200,0
2746800,0
2750400,0
2754000,0
2757600,0
2761200,0
2764800,0
2768400,0
2772000,0
2775600,0
2779200,0
2782800,0
2786400,0
2790000,0
2793600,0
2797200,0
2800800,0
2804400,0
2808000,0
2811600,0
2815200,0
2818800,0
2822400,0
2826000,0
2829600,0
2833200,0
2836800,0
2840400,0
2844000,0
2847600,0
2851200,0
2854800,0
2858400,0
2862000,0
2865600,0
2869200,0
2872800,0
2876400,0
2880000,0
2883600,0
2887200,0
2890800,0
2894400,0
2898000,0
2901600,0
2905200,0
2908800,0
2912400,0
2916000,0
2919600,0
2923200,0
2926800,0
2930400,0
2934000,0
2937600,0
2941200,0
2944800,0
2948400,0
2952000,0
2955600,0
2959200,0
2962800,0
2966400,0
2970000,0
2973600,0
2977200,0
2980800,0
2984400,0
2988000,0
2991600,0
2995200,0
2998800,0
3002400,0
3006000,0
3009600,0
3013200,0
3016800,0
3020400,0
3024000,0
3027600,0
3031200,0
3034800,0
3038400,0
3042000,0
3045600,0
3049200,0
3052800,0
3056400,0
3060000,0
3063600,0
3067200,0
3070800,0
3074400,0
3078000,0
3081600,0
3085200,0
3088800,0
3092400,0
3096000,0
3099600,0
3103200,0
3106800,0
3110400,0
3114000,0
3117600,0
3121200,0
3124800,0
3128400,0
3132000,0
3135600,0
3139200,0
3142800,0
3146400,0
3150000,0
3153600,0
3157200,0
3160800,0
3164400,0
3168000,0
3171600,0
3175200,0
3178800,0
3182400,0
3186000,0
3189600,0
3193200,0
3196800,0
3200400,0
3204000,0
3207600,0
3211200,0
3214800,0
3218400,0
3222000,0
3225600,0
3229200,0
3232800,0
3236400,0
3240000,0
3243600,0
3247200,0
3250800,0
3254400,0
3258000,0
3261600,0
3265200,0
3268800,0
3272400,0
3276000,0
3279600,0
3283200,1
3286800,1
3290400,1
3294000,1
3297600,1
3301200,1
3304800,1
3308400,1
3312000,1
3315600,1
3319200,1
3322800,1
3326400,1
3330000,1
3333600,1
3337200,1
3340800,1
3344400,1
3348000,1
3351600,1
3355200,1
3358800,1
3362400,1
3366000,1
3369600,1
3373200,1
3376800,1
3380400,1
3384000,1
3387600,1
3391200,1
3394800,1
3398400,1
3402000,1
3405600,1
3409200,1
3412800,1
3416400,1
3420000,1
3423600,1
3427200,1
3430800,1
3434400,1
3438000,1
3441600,1
3445200,1
3448800,1
3452400,1
3456000,1
3459600,1
3463200,1
3466800,1
3470400,1
3474000,1
3477600,1
3481200,1
3484800,1
3488400,1
3492000,1
3495600,1
3499200,1
3502800,1
3506400,1
3510000,1
3513600,1
3517200,1
3520800,1
3524400,1
3528000,1
3531600,1
3535200,1
3538800,1
3542400,1
3546000,1
3549600,1
3553200,1
3556800,1
3560400,1
3564000,1
3567600,1
3571200,1
3574800,1
3578400,1
3582000,1
3585600,1
3589200,1
3592800,1
3596400,1
3600000,1
3603600,1
3607200,1
3610800,1
3614400,1
3618000,1
3621600,1
3625200,1
3628800,1
3632400,1
3636000,1
3639600,1
3643200,1
3646800,1
3650400,1
3654000,1
3657600,1
3661200,1
3664800,1
3668400,1
3672000,1
3675600,1
3679200,1
3682800,1
3686400,1
3690000,1
3693600,1
3697200,1
3700800,1
3704400,1
3708000,1
3711600,1
3715200,1
3718800,1
3722400,1
3726000,1
3729600,1
3733200,1
3736800,1
3740400,1
3744000,1
3747600,1
3751200,1
3754800,1
3758400,1
3762000,1
3765600,1
3769200,1
3772800,1
3776400,1
3780000,1
3783600,1
3787200,1
3790800,1
3794400,1
3798000,1
3801600,1
3805200,1
3808800,1
3812400,1
3816000,1
3819600,1
3823200,1
3826800,1
3830400,1
3834000,1
3837600,1
3841200,1
3844800,1
3848400,1
3852000,1
3855600,1
3859200,1
3862800,1
3866400,1
3870000,1
3873600,1
3877200,1
3880800,1
3884400,1
3888000,1
3891600,1
3895200,1
3898800,1
3902400,1
3906000,1
3909600,1
3913200,1
3916800,1
3920400,1
3924000,1
3927600,1
3931200,1
3934800,1
3938400,1
3942000,1
3945600,0
3949200,0
3952800,0
3956400,0
3960000,0
3963600,0
3967200,0
3970800,0
3974400,0
3978000,0
3981600,0
3985200,0
3988800,0
3992400,0
3996000,0
3999600,0
4003200,0
4006800,0
4010400,0
4014000,0
4017600,0
4021200,0
4024800,0
4028400,0
4032000,0
4035600,0
4039200,0
4042800,0
4046400,0
4050000,0
4053600,0
4057200,0
4060800,0
4064400,0
4068000,0
4071600,0
4075200,0
4078800,0
4082400,0
4086000,0
4089600,0
4093200,0
4096800,0
4100400,0
4104000,0
4107600,0
4111200,0
4114800,0
4118400,0
4122000,0
4125600,0
4129200,0
4132800,0
4136400,0
4140000,0
4143600,0
4147200,0
4150800,0
4154400,0
4158000,0
4161600,0
4165200,0
4168800,0
4172400,0
4176000,0
4179600,0
4183200,0
4186800,0
4190400,0
4194000,0
4197600,0
4201200,0
4204800,0
4208400,0
4212000,0
4215600,0
4219200,0
4222800,0
4226400,0
4230000,0
4233600,0
4237200,0
4240800,0
4244400,0
4248000,0
4251600,0
4255200,0
4258800,0
4262400,0
4266000,0
4269600,0
4273200,0
4276800,0
4280400,0
4284000,0
4287600,0
4291200,0
4294800,0
4298400,0
4302000,0
4305600,0
4309200,0
4312800,0
4316400,0
4320000,0
4323600,0
4327200,0
4330800,0
4334400,0
4338000,0
4341600,0
4345200,0
4348800,0
4352400,0
4356000,0
4359600,0
4363200,0
4366800,0
4370400,0
4374000,0
4377600,0
4381200,0
4384800,0
4388400,0
4392000,0
4395600,0
4399200,0
4402800,0
4406400,0
4410000,0
4413600,0
4417200,0
4420800,0
4424400,0
4428000,0
4431600,0
4435200,0
4438800,0
4442400,0
4446000,0
4449600,0
4453200,0
4456800,0
4460400,0
4464000,0
4467600,0
4471200,0
4474800,0
4478400,0
4482000,0
4485600,0
4489200,0
4492800,0
4496400,0
4500000,0
4503600,0
4507200,0
4510800,0
4514400,0
4518000,0
4521600,0
4525200,0
4528800,0
4532400,0
4536000,0
4539600,0
4543200,0
4546800,0
4550400,0
4554000,0
4557600,0
4561200,0
4564800,0
4568400,0
4572000,0
4575600,0
4579200,0
4582800,0
4586400,0
4590000,0
4593600,0
4597200,0
4600800,0
4604400,0
4608000,0
4611600,0
4615200,0
4618800,0
4622400,0
4626000,0
4629600,0
4633200,0
4636800,0
4640400,0
4644000,0
4647600,0
4651200,0
4654800,0
4658400,0
4662000,0
4665600,0
4669200,0
4672800,0
4676400,0
4680000,0
4683600,0
4687200,0
4690800,0
4694400,0
4698000,0
4701600,0
4705200,0
4708800,0
4712400,0
4716000,0
4719600,0
4723200,0
4726800,0
4730400,0
4734000,0
4737600,0
4741200,0
4744800,0
4748400,0
4752000,0
4755600,0
4759200,0
4762800,0
4766400,0
4770000,0
4773600,0
4777200,0
4780800,0
4784400,0
4788000,0
4791600,0
4795200,0
4798800,0
4802400,0
4806000,0
4809600,0
4813200,0
4816800,0
4820400,0
4824000,0
4827600,0
4831200,0
4834800,0
4838400,0
4842000,0
4845600,0
4849200,0
4852800,0
4856400,0
4860000,0
4863600,0
4867200,0
4870800,0
4874400,0
4878000,0
4881600,0
4885200,0
4888800,0
4892400,0
4896000,0
4899600,0
4903200,0
4906800,0
4910400,0
4914000,0
4917600,0
4921200,0
4924800,0
4928400,0
4932000,0
4935600,0
4939200,0
4942800,0
4946400,0
4950000,0
4953600,0
4957200,0
4960800,0
4964400,0
4968000,0
4971600,0
4975200,0
4978800,0
4982400,0
4986000,0
4989600,0
4993200,0
4996800,0
5000400,0
5004000,0
5007600,0
5011200,0
5014800,0
5018400,0
5022000,1
5025600,1
5029200,1
5032800,1
5036400,1
5040000,1
5043600,1
5047200,1
5050800,1
5054400,1
5058000,1
5061600,1
5065200,1
5068800,1
5072400,1
5076000,1
5079600,1
5083200,1
5086800,1
5090400,1
5094000,1
5097600,1
5101200,1
5104800,1
5108400,1
5112000,1
5115600,1
5119200,1
5122800,1
5126400,1
5130000,1
5133600,1
5137200,1
5140800,1
5144400,1
5148000,1
5151600,1
5155200,1
5158800,1
5162400,1
5166000,1
5169600,1
5173200,1
5176800,1
5180400,1
5184000,1
5187600,1
5191200,1
5194800,1
5198400,1
5202000,1
5205600,1
5209200,1
5212800,1
5216400,1
5220000,1
5223600,1
5227200,1
5230800,1
5234400,1
5238000,1
5241600,1
5245200,1
5248800,1
5252400,1
5256000,1
5259600,1
5263200,1
5266800,1
5270400,1
5274000,1
5277600,1
5281200,1
5284800,1
5288400,1
5292000,1
5295600,1
5299200,1
5302800,1
5306400,1
5310000,1
5313600,1
5317200,1
5320800,1
5324400,1
5328000,1
5331600,1
5335200,1
5338800,1
5342400,1
5346000,1
5349600,1
5353200,1
5356800,1
5360400,1
5364000,1
5367600,1
5371200,1
5374800,1
5378400,1
5382000,1
5385600,1
5389200,1
5392800,1
5396400,1
5400000,1
5403600,1
5407200,1
5410800,1
5414400,1
5418000,1
5421600,1
5425200,1
5428800,1
5432400,1
5436000,1
5439600,1
5443200,1
5446800,1
5450400,1
5454000,1
5457600,1
5461200,1
5464800,1
5468400,1
5472000,1
5475600,1
5479200,1
5482800,1
5486400,1
5490000,1
5493600,1
5497200,1
5500800,1
5504400,1
5508000,1
5511600,1
5515200,1
5518800,1
5522400,1
5526000,1
5529600,1
5533200,1
5536800,1
5540400,1
5544000,1
5547600,1
5551200,1
5554800,1
5558400,1
5562000,1
5565600,1
5569200,1
5572800,1
5576400,1
5580000,1
5583600,1
5587200,1
5590800,1
5594400,1
5598000,1
5601600,1
5605200,1
5608800,1
5612400,1
5616000,1
5619600,1
5623200,1
5626800,1
5630400,1
5634000,1
5637600,1
5641200,1
5644800,1
5648400,1
5652000,1
5655600,1
5659200,1
5662800,0
5666400,0
5670000,0
5673600,0
5677200,0
5680800,0
5684400,0
5688000,0
5691600,0
5695200,0
5698800,0
5702400,0
5706000,0
5709600,0
5713200,0
5716800,0
5720400,0
5724000,0
5727600,0
5731200,0
5734800,0
5738400,0
5742000,0
5745600,0
5749200,0
5752800,0
5756400,0
5760000,0
5763600,0
5767200,0
5770800,0
5774400,0
5778000,0
5781600,0
5785200,0
5788800,0
5792400,0
5796000,0
5799600,0
5803200,0
5806800,0
5810400,0
5814000,0
5817600,0
5821200,0
5824800,0
5828400,0
5832000,0
5835600,0
5839200,0
5842800,0
5846400,0
5850000,0
5853600,0
5857200,0
5860800,0
5864400,0
5868000,0
5871600,0
5875200,0
5878800,0
5882400,0
5886000,0
5889600,0
5893200,0
5896800,0
5900400,0
5904000,0
5907600,0
5911200,0
5914800,0
5918400,0
5922000,0
5925600,0
5929200,0
5932800,0
5936400,0
5940000,0
5943600,0
5947200,0
5950800,0
5954400,0
5958000,0
5961600,0
5965200,0
5968800,0
5972400,0
5976000,0
5979600,0
5983200,0
5986800,0
5990400,0
5994000,0
5997600,0
6001200,0
6004800,0
6008400,0
6012000,0
6015600,0
6019200,0
6022800,0
6026400,0
6030000,0
6033600,0
6037200,0
6040800,0
6044400,0
6048000,0
6051600,0
6055200,0
6058800,0
6062400,0
6066000,0
6069600,0
6073200,0
6076800,0
6080400,0
6084000,0
6087600,0
6091200,0
6094800,0
6098400,0
6102000,0
6105600,0
6109200,0
6112800,0
6116400,0
6120000,0
6123600,0
6127200,0
6130800,0
6134400,0
6138000,0
6141600,0
6145200,0
6148800,0
6152400,0
6156000,0
6159600,0
6163200,0
6166800,0
6170400,0
6174000,0
6177600,0
6181200,0
6184800,0
6188400,0
6192000,0
6195600,0
6199200,0
6202800,0
6206400,0
6210000,0
6213600,0
6217200,0
6220800,0
6224400,0
6228000,0
6231600,0
6235200,0
6238800,0
6242400,0
6246000,0
6249600,0
6253200,0
6256800,0
6260400,0
6264000,0
6267600,0
6271200,0
6274800,0
6278400,0
6282000,0
6285600,0
6289200,0
6292800,0
6296400,0
6300000,0
6303600,0
6307200,0
6310800,0
6314400,0
6318000,0
6321600,0
6325200,0
6328800,0
6332400,0
6336000,0
6339600,0
6343200,0
6346800,0
6350400,0
6354000,0
6357600,0
6361200,0
6364800,0
6368400,0
6372000,0
6375600,0
6379200,0
6382800,0
6386400,0
6390000,0
6393600,0
6397200,0
6400800,0
6404400,0
6408000,0
6411600,0
6415200,0
6418800,0
6422400,0
6426000,0
6429600,0
6433200,0
6436800,0
6440400,0
6444000,0
6447600,0
6451200,0
6454800,0
6458400,0
6462000,0
6465600,0
6469200,0
6472800,0
6476400,0
6480000,0
6483600,0
6487200,0
6490800,0
6494400,0
6498000,0
6501600,0
6505200,0
6508800,0
6512400,0
6516000,0
6519600,0
6523200,0
6526800,0
6530400,0
6534000,0
6537600,0
6541200,0
6544800,0
6548400,0
6552000,0
6555600,0
6559200,0
6562800,0
6566400,0
6570000,0
6573600,0
6577200,0
6580800,0
6584400,0
6588000,0
6591600,0
6595200,0
6598800,0
6602400,0
6606000,0
6609600,0
6613200,0
6616800,0
6620400,0
6624000,0
6627600,0
6631200,0
6634800,0
6638400,0
6642000,0
6645600,0
6649200,0
6652800,0
6656400,0
6660000,0
6663600,0
6667200,0
6670800,0
6674400,0
6678000,0
6681600,0
6685200,0
6688800,0
6692400,0
6696000,0
6699600,0
6703200,0
6706800,0
6710400,0
6714000,0
6717600,0
6721200,0
6724800,0
6728400,0
6732000,0
6735600,0
6739200,0
6742800,0
6746400,0
6750000,0
6753600,0
6757200,0
6760800,0
6764400,0
6768000,0
6771600,0
6775200,0
6778800,0
6782400,0
6786000,0
6789600,0
6793200,0
6796800,0
6800400,0
6804000,0
6807600,0
6811200,0
6814800,0
6818400,0
6822000,0
6825600,0
6829200,0
6832800,0
6836400,1
6840000,1
6843600,1
6847200,1
6850800,1
6854400,1
6858000,1
6861600,1
6865200,1
6868800,1
6872400,1
6876000,1
6879600,1
6883200,1
6886800,1
6890400,1
6894000,1
6897600,1
6901200,1
6904800,1
6908400,1
6912000,1
6915600,1
6919200,1
6922800,1
6926400,1
6930000,1
6933600,1
6937200,1
6940800,1
6944400,1
6948000,1
6951600,1
6955200,1
6958800,1
6962400,1
6966000,1
6969600,1
6973200,1
6976800,1
6980400,1
6984000,1
6987600,1
6991200,1
6994800,1
6998400,1
7002000,1
7005600,1
7009200,1
7012800,1
7016400,1
7020000,1
7023600,1
7027200,1
7030800,1
7034400,1
7038000,1
7041600,1
7045200,1
7048800,1
7052400,1
7056000,1
7059600,1
7063200,1
7066800,1
7070400,1
7074000,1
7077600,1
7081200,1
7084800,1
7088400,1
7092000,1
7095600,1
7099200,1
7102800,1
7106400,1
7110000,1
7113600,1
7117200,1
7120800,1
7124400,1
7128000,1
7131600,1
7135200,1
7138800,1
7142400,1
7146000,1
7149600,1
7153200,1
7156800,1
7160400,1
7164000,1
7167600,1
7171200,1
7174800,1
7178400,1
7182000,1
7185600,1
7189200,1
7192800,1
7196400,1
7200000,1
7203600,1
7207200,1
7210800,1
7214400,1
7218000,1
7221600,1
7225200,1
7228800,1
7232400,1
7236000,1
7239600,1
7243200,1
7246800,1
7250400,1
7254000,1
7257600,1
7261200,1
7264800,1
7268400,1
7272000,1
7275600,1
7279200,1
7282800,1
7286400,1
7290000,1
7293600,1
7297200,1
7300800,1
7304400,1
7308000,1
7311600,1
7315200,1
7318800,1
7322400,1
7326000,1
7329600,1
7333200,1
7336800,1
7340400,1
7344000,1
7347600,1
7351200,1
7354800,1
7358400,1
7362000,1
7365600,1
7369200,1
7372800,1
7376400,1
7380000,1
7383600,1
7387200,1
7390800,1
7394400,1
7398000,1
7401600,1
7405200,0
7408800,0
7412400,0
7416000,0
7419600,0
7423200,0
7426800,0
7430400,0
7434000,0
7437600,0
7441200,0
7444800,0
7448400,0
7452000,0
7455600,0
7459200,0
7462800,0
7466400,0
7470000,0
7473600,0
7477200,0
7480800,0
7484400,0
7488000,0
7491600,0
7495200,0
7498800,0
7502400,0
7506000,0
7509600,0
7513200,0
7516800,0
7520400,0
7524000,0
7527600,0
7531200,0
7534800,0
7538400,0
7542000,0
7545600,0
7549200,0
7552800,0
7556400,0
7560000,0
7563600,0
7567200,0
7570800,0
7574400,0
7578000,0
7581600,0
7585200,0
7588800,0
7592400,0
7596000,0
7599600,0
7603200,0
7606800,0
7610400,0
7614000,0
7617600,0
7621200,0
7624800,0
7628400,0
7632000,0
7635600,0
7639200,0
7642800,0
7646400,0
7650000,0
7653600,0
7657200,0
7660800,0
7664400,0
7668000,0
7671600,0
7675200,0
7678800,0
7682400,0
7686000,0
7689600,0
7693200,0
7696800,0
7700400,0
7704000,0
7707600,0
7711200,0
7714800,0
7718400,0
7722000,0
7725600,0
7729200,0
7732800,0
7736400,0
7740000,0
7743600,0
7747200,0
7750800,0
7754400,0
7758000,0
7761600,0
7765200,0
7768800,0
7772400,0
7776000,0
7779600,0
7783200,0
7786800,0
7790400,0
7794000,0
7797600,0
7801200,0
7804800,0
7808400,0
7812000,0
7815600,0
7819200,0
7822800,0
7826400,0
7830000,0
7833600,0
7837200,0
7840800,0
7844400,0
7848000,0
7851600,0
7855200,0
7858800,0
7862400,0
7866000,0
7869600,0
7873200,0
7876800,0
7880400,0
7884000,0
7887600,0
7891200,0
7894800,0
7898400,0
7902000,0
7905600,0
7909200,0
7912800,0
7916400,0
7920000,0
7923600,0
7927200,0
7930800,0
7934400,0
7938000,0
7941600,0
7945200,0
7948800,0
7952400,0
7956000,0
7959600,0
7963200,0
7966800,0
7970400,0
7974000,0
7977600,0
7981200,0
7984800,0
7988400,0
7992000,0
7995600,0
7999200,0
8002800,0
8006400,0
8010000,0
8013600,0
8017200,0
8020800,0
8024400,0
8028000,0
8031600,0
8035200,0
8038800,0
8042400,0
8046000,0
8049600,0
8053200,0
8056800,0
8060400,0
8064000,0
8067600,0
8071200,0
8074800,0
8078400,0
8082000,0
8085600,0
8089200,0
8092800,0
8096400,0
8100000,0
8103600,0
8107200,0
8110800,0
8114400,0
8118000,0
8121600,0
8125200,0
8128800,0
8132400,0
8136000,0
8139600,0
8143200,0
8146800,0
8150400,0
8154000,0
8157600,0
8161200,0
8164800,0
8168400,0
8172000,0
8175600,0
8179200,0
8182800,0
8186400,0
8190000,0
8193600,0
8197200,0
8200800,0
8204400,0
8208000,0
8211600,0
8215200,0
8218800,0
8222400,0
8226000,0
8229600,0
8233200,0
8236800,0
8240400,0
8244000,0
8247600,0
8251200,0
8254800,0
8258400,0
8262000,0
8265600,0
8269200,0
8272800,0
8276400,0
8280000,0
8283600,0
8287200,0
8290800,0
8294400,0
8298000,0
8301600,0
8305200,0
8308800,1
8312400,1
8316000,1
8319600,1
8323200,1
8326800,1
8330400,1
8334000,1
8337600,1
8341200,1
8344800,1
8348400,1
8352000,1
8355600,1
8359200,1
8362800,1
8366400,1
8370000,1
8373600,1
8377200,1
8380800,1
8384400,1
8388000,1
8391600,1
8395200,1
8398800,1
8402400,1
8406000,1
8409600,1
8413200,1
8416800,1
8420400,1
8424000,1
8427600,1
8431200,1
8434800,1
8438400,1
8442000,1
8445600,1
8449200,1
8452800,1
8456400,1
8460000,1
8463600,1
8467200,1
8470800,1
8474400,1
8478000,1
8481600,1
8485200,1
8488800,1
8492400,1
8496000,1
8499600,1
8503200,1
8506800,1
8510400,1
8514000,1
8517600,1
8521200,1
8524800,1
8528400,1
8532000,1
8535600,1
8539200,1
8542800,1
8546400,1
8550000,1
8553600,1
